desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
LS_tong6	65	100000	Th¸nh VËt S­ M«n	3	2	1	30311	1			4					
	65	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	65	100000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	65	100000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	65	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	65	150000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	65	200000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1			4					
	65	150000	Huy Ch­¬ng Ngäc ChÕ	3	0	153	3	1			4					
LS_yin	66	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	66	50000	C©y B¸t Nh·	3	2	0	398	1				168				
	66	50000	H¹t gièng Tø Linh	3	2	1	30269	1				168				
	66	63600	B¹ch C©u Hoµn	3	2	1	270	1				168				
	66	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	66	30000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	66	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	66	100000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	66	50000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	66	10000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	66	5000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	66	60000	M¶nh Thiªn Cang	3	2	1	30390	10								
	66	30000	M¶nh Thiªn Cang	3	2	1	30390	20								
	66	4000	M¶nh Thiªn Cang	3	2	1	30390	100								
	66	1000	Thiªn Cang LÖnh	3	2	95	204	1					1			
	66	10000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	66	10000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	66	10000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	66	10000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	66	10000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	66	10000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	66	2000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	66	2000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	66	2000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
	66	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	66	500	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				720				
	66	100	Bao Thiªn Th¹ch Tinh Th¹ch (Nhá)	3	2	1	3356	1				720	1			
	66	500	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				720	1			
	66	500	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				720	1			
	66	20	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				720	1			
	66	10000	Phiªu Vò	3	0	105	15	1				720				
	66	10000	Siªu Quang	3	0	105	19	1				720				
	66	10000	B«n Tiªu	3	0	105	16	1				720				
	66	10000	§»ng Vô	3	0	105	20	1				720				
	66	10000	B¹ch M·	3	0	105	34	1				720				
	66	1000	V« NgÊn Thñy	3	2	1	503	1				720				
	66	5000	§Êu hån	3	2	1	1157	1				720				
	66	20000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	66	40000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1								
	66	30000	Th¸nh VËt S­ M«n	3	2	1	30311	1								
	66	26780	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1								
	66	10000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	66	15000	Bµn Long BÝch	3	2	1	1000	1				720				
	66	50000	Da §Þa Long	3	2	1	30673	30								
	66	50000	Da Ma Lang	3	2	1	30672	30								
	66	50000	Viªm Linh Ti	3	2	1	30671	30								
LS_haohanE	67	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1								
	67	350000	ThiÕt Tinh cÊp 1	3	2	1	30533	1								
	67	200000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	67	197000	ThiÕt Tinh cÊp 3	3	2	1	30535	1								
	67	100000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	67	30000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	67	20000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1								
	67	1000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	67	1000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	67	1000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_haohanD	68	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1								
	68	100000	Båi Nguyªn §¬n	3	2	1	30351	1								
	68	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1								
	68	100000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	68	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1								
	68	120000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	68	80000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1								
	68	100000	Tiªu KiÕp t¸n	3	2	0	141	1								
	68	100000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	68	44000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	68	2000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	68	2000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	68	2000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_haohanC	69	200000	Bµn Long bÝch	3	2	1	1000	1				168				
	69	100000	§¹i Nh©n s©m	3	2	0	553	1				168				
	69	50000	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				168				
	69	80000	§Êu hån	3	2	1	1157	1				720				
	69	60000	Phiªu Vò	3	0	105	15	1				720				
	69	60000	Siªu Quang	3	0	105	19	1				720				
	69	60000	B«n Tiªu	3	0	105	16	1				720				
	69	60000	§»ng Vô	3	0	105	20	1				720				
	69	60000	B¹ch M·	3	0	105	34	1				720				
	69	40000	V« NgÊn Thñy	3	2	1	503	1				720				
	69	20000	TÈy Tñy ®¬n	3	2	0	136	1				720				
	69	10000	TÈy Tñy linh ®¬n	3	2	0	137	1				720				
	69	70000	H¹t gièng B¸t Nh· Lín	3	2	0	398	1				168				
	69	80000	H¹t gièng B¸t Nh· nhá	3	2	0	504	1				168				
	69	35000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	69	5000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	69	5000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	69	5000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_haohanB	70	77500	Tói Thiªn Th¹ch Tinh Th¹ch	3	2	1	3356	1				168	1			
	70	150000	Bao Thiªn Th¹ch	3	2	1	1050	1				168				
	70	12500	Thiªn Cang LÖnh	3	2	95	204	1					1			
	70	5000	Thiªn Cang LÖnh	3	2	95	204	2					1			
	70	150000	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				168				
	70	200000	Hoµng Kim §¹i Hång Bao (trèng)	3	2	1	538	1				720				
	70	30000	§Þnh Hån Thiªn Th¹ch ThÇn Th¹ch	3	2	1	1067	1				168	1			
	70	25000	Hßa ThÞ BÝch	3	2	1	1001	1								
	70	200000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	70	20000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	70	20000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	70	20000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	70	20000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	70	20000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	70	20000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	70	10000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	70	10000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	70	10000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_haohanA	71	400000	Thiªn Cang LÖnh	3	2	95	204	1					1			
	71	100000	Thiªn Cang LÖnh	3	2	95	204	2					1			
	71	50000	Thiªn Cang LÖnh	3	2	95	204	3					1			
	71	150000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	71	150000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	71	150000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_jin_free1	72	60000	C©y B¸t Nh· nhá	3	2	0	504	1			4	168				
	72	60000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	72	60000	C©y Tø Linh	3	2	1	30269	1			4	168				
	72	60000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	72	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	72	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	72	60000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	72	50000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	72	50000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	72	30000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	72	30000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	72	50000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1			4					
	72	110000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	72	55000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	72	34700	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	72	60000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	72	60000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1			4					
	72	60000	Huy Ch­¬ng Ngäc ChÕ	3	0	153	3	1			4					
	72	5000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	72	5000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	72	5000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	72	5000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	72	5000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	72	5000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	72	100	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	72	100	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	72	100	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_jin_IB1	73	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	73	50000	C©y B¸t Nh·	3	2	0	398	1				168				
	73	50000	H¹t gièng Tø Linh	3	2	1	30269	1				168				
	73	63600	B¹ch C©u Hoµn	3	2	1	270	1				168				
	73	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	73	30000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	73	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	73	100000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	73	50000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	73	10000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	73	5000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	73	60000	M¶nh Thiªn Cang	3	2	1	30390	10								
	73	30000	M¶nh Thiªn Cang	3	2	1	30390	20								
	73	4000	M¶nh Thiªn Cang	3	2	1	30390	100								
	73	1000	Thiªn Cang LÖnh	3	2	95	204	1					1			
	73	10000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	73	10000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	73	10000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	73	10000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	73	10000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	73	10000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	73	2000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	73	2000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	73	2000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
	73	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	73	500	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1				720				
	73	100	Bao Thiªn Th¹ch Tinh Th¹ch (Nhá)	3	2	1	3356	1				720	1			
	73	500	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				720	1			
	73	500	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				720	1			
	73	20	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				720	1			
	73	10000	Phiªu Vò	3	0	105	15	1				720				
	73	10000	Siªu Quang	3	0	105	19	1				720				
	73	10000	B«n Tiªu	3	0	105	16	1				720				
	73	10000	§»ng Vô	3	0	105	20	1				720				
	73	10000	B¹ch M·	3	0	105	34	1				720				
	73	1000	V« NgÊn Thñy	3	2	1	503	1				720				
	73	5000	§Êu hån	3	2	1	1157	1				720				
	73	20000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	73	40000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1								
	73	30000	Th¸nh VËt S­ M«n	3	2	1	30311	1								
	73	26780	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1								
	73	10000	Hoµng Kim §¹i Hång Bao (kh«ng)	3	2	1	538	1				720				
	73	15000	Bµn Long BÝch	3	2	1	1000	1				720				
	73	50000	Da §Þa Long	3	2	1	30673	30								
	73	50000	Da Ma Lang	3	2	1	30672	30								
	73	50000	Viªm Linh Ti	3	2	1	30671	30								
LS_jin_free2	74	60000	C©y B¸t Nh· nhá	3	2	0	504	1			4	168				
	74	60000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	74	60000	C©y Tø Linh	3	2	1	30269	1			4	168				
	74	60000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	74	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	74	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	74	60000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	74	50000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	74	50000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	74	30000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	74	30000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	74	50000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1			4					
	74	110000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	74	100000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	74	34700	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	74	50000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	74	50000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1			4					
	74	50000	Huy Ch­¬ng Ngäc ChÕ	3	0	153	3	1			4					
	74	2500	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	74	2500	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	74	2500	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	74	2500	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	74	2500	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	74	2500	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	74	100	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	74	100	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	74	100	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
LS_jin_IB2	75	50000	C©y B¸t Nh· nhá	3	2	0	504	1				168				
	75	50000	C©y B¸t Nh·	3	2	0	398	1				168				
	75	50000	C©y Tø Linh	3	2	1	30269	1				168				
	75	63600	B¹ch C©u Hoµn	3	2	1	270	1				168				
	75	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	75	30000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	75	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	75	100000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	75	50000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	75	10000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	75	5000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	75	60000	M¶nh Thiªn Cang	3	2	1	30390	10								
	75	30000	M¶nh Thiªn Cang	3	2	1	30390	20								
	75	4000	M¶nh Thiªn Cang	3	2	1	30390	100								
	75	1000	Thiªn Cang LÖnh	3	2	95	204	1					1			
	75	10000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	75	10000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	75	10000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	75	10000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	75	10000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	75	10000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	75	2000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1					1			
	75	2000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1					1			
	75	2000	Huy Ch­¬ng V©n Du	3	0	153	28	1					1			
	75	1000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	75	500	Hép M¶nh Thiªn Th¹ch (Nhá)	3	2	1	30788	1								
	75	100	Bao Thiªn Th¹ch Tinh Th¹ch (Nhá)	3	2	1	3356	1				720	1			
	75	500	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1				720	1			
	75	500	Thiªn Th¹ch linh th¹ch	3	2	1	1068	1				720	1			
	75	20	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1113	1				720	1			
	75	10000	Phiªu Vò	3	0	105	15	1				720				
	75	10000	Siªu Quang	3	0	105	19	1				720				
	75	10000	B«n Tiªu	3	0	105	16	1				720				
	75	10000	§»ng Vô	3	0	105	20	1				720				
	75	10000	B¹ch M·	3	0	105	34	1				720				
	75	1000	V« NgÊn Thñy	3	2	1	503	1				720				
	75	5000	§Êu hån	3	2	1	1157	1				720				
	75	20000	b¸nh Ýt B¸c B¶o	3	2	1	1125	1								
	75	40000	§Æc s¶n L­¬ng S¬n	3	2	1	30310	1								
	75	30000	Th¸nh VËt S­ M«n	3	2	1	30311	1								
	75	26780	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1								
	75	10000	Hoµng Kim §¹i Hång Bao (trèng)	3	2	1	538	1				720				
	75	15000	Bµn Long BÝch	3	2	1	1000	1				720				
	75	50000	Da §Þa Long	3	2	1	30673	30								
	75	50000	Da Ma Lang	3	2	1	30672	30								
	75	50000	Viªm Linh Ti	3	2	1	30671	30								
TY_tong1	76	300000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	76	300000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	76	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	76	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	76	150000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_tong2	77	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	77	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	77	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	77	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	77	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	77	140000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	77	40000	Viªm Linh Ti	3	2	1	30671	5								
	77	30000	Da Ma Lang	3	2	1	30672	5								
	77	30000	Da §Þa Long	3	2	1	30673	5								
	77	10000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	77	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_tong3	78	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4					
	78	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4					
	78	100000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4					
	78	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	78	150000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	78	140000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	78	50000	Viªm Linh Ti	3	2	1	30671	5								
	78	20000	Da Ma Lang	3	2	1	30672	5								
	78	20000	Da §Þa Long	3	2	1	30673	5								
	78	10000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	78	210000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
TY_yin	79	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	79	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	79	60000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	79	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	79	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	79	70000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	79	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	79	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	79	50000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	79	50000	Th¸i NhÊt LÖnh	3	2	1	30687	2					1			
	79	100000	Viªm Linh Ti	3	2	1	30671	50								
	79	100000	Da Ma Lang	3	2	1	30672	50								
	79	100000	Da §Þa Long	3	2	1	30673	50								
	79	70000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	79	10000	Nãn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				84								
	79	10000	¸o Linh §å (ThÓ h×nh ngÉu nhiªn)	1				85								
	79	10000	QuÇn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				86								
	79	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30221	1					1			
	79	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30222	1					1			
TY_free1	80	50000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	80	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	80	40000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	80	40000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	80	40000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	80	40000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	80	50000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	80	60000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	80	40000	HuyÒn Viªm ThiÕt	3	2	1	30670	5								
	80	80000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	80	80000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	80	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	80	130000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	80	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	80	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	80	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	80	60000	Viªm Linh Ti	3	2	1	30671	5								
	80	50000	Da Ma Lang	3	2	1	30672	5								
	80	50000	Da §Þa Long	3	2	1	30673	5								
	80	10000	Nhãm ®Çu Linh §å (NgÉu nhiªn)	1				84								
	80	10000	Nhãm ¸o Linh §å (NgÉu nhiªn)	1				85								
	80	10000	Nhãm QuÇn Linh §å (t­¬ng øng)	1				86								
TY_IB1	81	50000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	81	50000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	81	60000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	81	50000	§¹i Nh©n s©m	3	2	0	553	1				168				
	81	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	81	70000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	81	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	81	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	81	50000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	81	50000	Th¸i NhÊt LÖnh	3	2	1	30687	2					1			
	81	100000	Viªm Linh Ti	3	2	1	30671	50								
	81	100000	Da Ma Lang	3	2	1	30672	50								
	81	100000	Da §Þa Long	3	2	1	30673	50								
	81	70000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	81	10000	Nãn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				84								
	81	10000	¸o Linh §å (ThÓ h×nh ngÉu nhiªn)	1				85								
	81	10000	QuÇn Linh §å (ThÓ h×nh ngÉu nhiªn)	1				86								
	81	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30221	1					1			
	81	5000	Linh §å Giíi (ngÉu nhiªn)	3	0	102	30222	1					1			
TY_free2	82	50000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	82	30000	Thiªn Lý TruyÒn ¢m Phï ChØ	3	2	1	3508	1			4					
	82	40000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	82	40000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	82	40000	B¨ng Tinh Th¹ch	3	2	1	30554	1			4					
	82	40000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	82	50000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	82	60000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	82	40000	HuyÒn Viªm ThiÕt	3	2	1	30670	10								
	82	80000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	82	80000	ThiÕt Tinh cÊp 2	3	2	1	30534	1			4					
	82	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1			4					
	82	130000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	82	20000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	82	8000	Hu©n ch­¬ng anh hïng	3	2	1	30499	4								
	82	2000	Hu©n ch­¬ng anh hïng	3	2	1	30499	10								
	82	60000	Viªm Linh Ti	3	2	1	30671	5								
	82	50000	Da Ma Lang	3	2	1	30672	5								
	82	50000	Da §Þa Long	3	2	1	30673	5								
	82	10000	Nhãm Nãn Linh §å (t­¬ng øng)	1				84								
	82	10000	Nhãm ¸o Linh §å (t­¬ng øng)	1				85								
